StudnetID,Degree Level,School,Major Group,Gender Identity,Ethnicity,Domestic or International Status,Outcome,Have Info?,Placement Status,Employer,Industry,Full-time or Part-time,Position Type,Job Title,Job Level,Promotion or Return Offer from an Internship,Total post-graduation job offers,Employment Timing,Annual Salary Amount,Used Wasserman Services,Continuing Education School Name,Continuing Education Degree,Continuning Education Field,City,State,Country
LBTS_2023_14867,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Chinese Intelligent and Connected Vehicles,Engineering,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Algorithm Engineer,Mid-level,Not applicable,,,,Yes,,,,Beijing,,China
LBTS_2023_16459,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,Lenovo (China),Computer Science/Technology,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Algorithm Engineer,Entry-level,Not applicable,4 or more,Before graduation,,No,,,,Shanghai,,China
LBTS_2023_5233,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Woman,Hispanic,Domestic,Working,Yes,Placed,TJX,Fashion/Retail/Consumer Products,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Allocation Analyst,Entry-level,Return offer from an internship,1,Before graduation,64000,No,,,,Framingham,Massachusetts,United States of America
LBTS_2023_4938,Bachelors,Leonard N. Stern School of Business,Business,Man,Hispanic,Domestic,Working,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Alternative Capital Markets Analyst,Entry-level,Not applicable,1,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_4298,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,TRS of Texas,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Alternative Investment Analyst,Entry-level,Not applicable,3,Before graduation,90000,Yes,,,,Austin,Texas,United States of America
LBTS_2023_15023,Bachelors,Tisch School of the Arts,Humanities,Woman,White,Domestic,Working,Yes,Placed,Creative Artists Agency,Entertainment/Media,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Alternative Television Assistant,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_12554,Bachelors,College of Arts and Science,Humanities,Man,Not Available,Domestic,Working,Yes,Placed,The New York City Urban Debate League,Non-Profit/Social Services,Full-time (30+ hours/week),Volunteering in a service organization (e.g. Peace Corps),Americorps Member,Entry-level,Not applicable,2,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_2451,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,BlackRock,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,3,Before graduation,110000,Yes,,,,Atlanta,Georgia,United States of America
LBTS_2023_8489,Masters,Graduate School of Arts and Science,Mathematics and Economics,Woman,International,International,Working,Yes,Placed,Aurora Energy Research,Energy,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,Before graduation,,Yes,,,,Austin,Texas,United States of America
LBTS_2023_6428,Bachelors,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Zenith IOS,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,3,Before graduation,90000,Yes,,,,Bethesda,Maryland,United States of America
LBTS_2023_13036,Masters,Tandon School of Engineering,Social Sciences/ Social Work,Woman,International,International,Working,Yes,Placed,Boston Consulting Group,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Mid-level,Not applicable,2,Before graduation,110000,Yes,,,,Boston,Massachusetts,United States of America
LBTS_2023_1664,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,CC - Top Tier Capital Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,,80000,Yes,Southern Methodist University,Masters,"Business (MBA, Accounting, Finance, Economics, Management, etc.)",Boston,Massachusetts,United States of America
LBTS_2023_9886,Bachelors,Leonard N. Stern School of Business,Business,Woman,Black,Domestic,Working,Yes,Placed,Accenture,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,85300,Yes,,,,Dallas,Texas,United States of America
LBTS_2023_2943,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,Waggoner Financial,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,,2,Within 3 months of graduation,85000,Yes,,,,Detroit,Michigan,United States of America
LBTS_2023_7788,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Robert Martin Company,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,2,Within 3 months of graduation,90000,Yes,,,,Elmsford,New York,United States of America
LBTS_2023_13752,Bachelors,Tisch School of the Arts,Humanities,Man,Asian/Pacific Islander,International,Working,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),Internship,Analyst,Entry-level,Not applicable,,,,Yes,,,,Hong Kong,,China
LBTS_2023_7840,Bachelors,School of Professional Studies,Social Sciences/ Social Work,Man,Black,Domestic,Working,Yes,Placed,JP Morgan Chase & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,2,Before graduation,100000,Yes,,,,Jersey City,New Jersey,United States of America
LBTS_2023_16488,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Morgan Stanley,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,Between 3 and 6 months after graduation,90000,Yes,,,,London,,United Kingdom
LBTS_2023_8691,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Wells Fargo,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,110000,Yes,,,,Los Angeles,California,United States of America
LBTS_2023_14163,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Evercore,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,,,Yes,,,,Menlo Park,California,United States of America
LBTS_2023_16200,Masters,School of Global Public Health,Clinical Health and Public Health,Woman,International,International,Working,Yes,Placed,IQVIA,Health Care,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,Before graduation,,Yes,,,,Nairobi,,Kenya
LBTS_2023_4586,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,CyberNova Equity Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,2,Between 3 and 6 months after graduation,54000,Yes,,,,New York,New York,United States of America
LBTS_2023_15588,Masters,Graduate School of Arts and Science,Humanities,Non-binary,White,Domestic,Working,Yes,Placed,Manhattan District Attorneys Office,Law,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,2,Within 3 months of graduation,54281,No,,,,New York,New York,United States of America
LBTS_2023_4120,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Amsive Digital,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,60000,Yes,,,,New York,New York,United States of America
LBTS_2023_5067,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,The Seelig Group,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,66560,Yes,,,,New York,New York,United States of America
LBTS_2023_6622,Bachelors,Leonard N. Stern School of Business,Business,Man,Not Available,Domestic,Working,Yes,Placed,Management Solutions,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,,70000,Yes,,,,New York,New York,United States of America
LBTS_2023_6993,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,International,Working,Yes,Placed,Mizuho Americas,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,80000,Yes,,,,New York,New York,United States of America
LBTS_2023_7128,Bachelors,College of Arts and Science,Sciences,Woman,Black,Domestic,Working,Yes,Placed,JP Morgan Chase & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,2,Before graduation,80000,Yes,,,,New York,New York,United States of America
LBTS_2023_8331,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,PwC,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,80000,Yes,,,,New York,New York,United States of America
LBTS_2023_7162,Masters,School of Professional Studies,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,AIG,Insurance,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,Before graduation,83000,Yes,,,,New York,New York,United States of America
LBTS_2023_13627,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Empery Asset Management,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,Within 3 months of graduation,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_14041,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Alvarez & Marsal,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,3,,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_2263,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,PIMCO,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,3,,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_4842,Bachelors,Leonard N. Stern School of Business,Business,Woman,Hispanic,Domestic,Working,Yes,Placed,DigitalBridge,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_15641,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,KeyBanc Capital Markets,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_11292,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Scotiabank,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,95000,Yes,,,,New York,New York,United States of America
LBTS_2023_15335,Masters,Graduate School of Arts and Science,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,BNP Paribas,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,95000,Yes,,,,New York,New York,United States of America
LBTS_2023_11084,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,BlackRock,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,100000,Yes,,,,New York,New York,United States of America
LBTS_2023_7358,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Houlihan Lokey,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,105000,Yes,,,,New York,New York,United States of America
LBTS_2023_1937,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Morgan Stanley,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_2563,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Morgan Stanley,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,3,Between 3 and 6 months after graduation,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_2592,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Black,Domestic,Working,Yes,Placed,Blackstone,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,Before graduation,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_7930,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Jefferies,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_5232,Masters,School of Global Public Health,Clinical Health and Public Health,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Fidelis Care,Other,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Mid-level,Not applicable,1,More than 6 months after graduation,85000,Yes,,,,New York,New York,United States of America
LBTS_2023_9826,Bachelors,Leonard N. Stern School of Business,Business,Man,Black,Domestic,Working,Yes,Placed,JP Morgan Chase & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_11656,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Woman,White,Domestic,Working,Yes,Placed,Macquarie Group,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,3,Between 3 and 6 months after graduation,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_16678,Bachelors,Leonard N. Stern School of Business,Business,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Credit Suisse,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_13673,Bachelors,College of Arts and Science,Social Sciences/ Social Work,Woman,Hispanic,Domestic,Working,Yes,Placed,CitiBank,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_13727,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,International,International,Working,Yes,Placed,American Bank,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,Between 3 and 6 months after graduation,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_15793,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Hispanic,Domestic,Working,Yes,Placed,EY,Accounting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,90000,Yes,,,,New York,New York,United States of America
LBTS_2023_317,Bachelors,Tandon School of Engineering,Mathematics and Economics,Woman,Asian/Pacific Islander,Domestic,Working and In School,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,150000,Yes,NYU,Masters,Computer Science/Technology,New York,New York,United States of America
LBTS_2023_9839,Bachelors,College of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Not Available,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_16169,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,International,International,Working,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,3,Before graduation,110000,Yes,,,,New York,New York,United States of America
LBTS_2023_29,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Aon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,None – I was not seeking any job offers,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_887,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Hispanic,Domestic,Working,Yes,Placed,Ducera Partners,Financial Services/Banking,Full-time (30+ hours/week),"Temporary/Contract Work Assignment (working for one client on a specific project, with a limited timeframe)",Analyst,Entry-level,Not applicable,4 or more,Before graduation,250000,Yes,,,,New York,New York,United States of America
LBTS_2023_468,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Perella Weinberg Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_3514,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Woman,International,International,Working,Yes,Placed,Ovative Group,Marketing/Advertising/PR,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_1459,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Financial Technology Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,,,Yes,,,,New York,New York,United States of America
LBTS_2023_1885,Bachelors,Leonard N. Stern School of Business,Business,Woman,Hispanic,Domestic,Working,Yes,Placed,Canaccord Genuity,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,2,Between 3 and 6 months after graduation,,No,,,,New York,New York,United States of America
LBTS_2023_1944,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Triangle Capital Group,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6866,Bachelors,Leonard N. Stern School of Business,Business,Woman,White,Domestic,Working,Yes,Placed,Insight Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_2378,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Lincoln International,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_2818,Bachelors,Leonard N. Stern School of Business,Business,Woman,International,International,Working,Yes,Placed,Altman Solon,Consulting,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8714,Bachelors,College of Arts and Science,Mathematics and Economics,Woman,International,International,Working,Yes,Placed,Not Available,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,Before graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_3515,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,American Express,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_4477,Bachelors,Leonard N. Stern School of Business,Business,Man,Hispanic,Domestic,Working,Yes,Placed,Morgan Stanley,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_13539,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Cushman & Wakefield,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,1,Before graduation,,No,,,,New York,New York,United States of America
LBTS_2023_4719,Masters,School of Professional Studies,Business,Woman,International,International,Working,Yes,Placed,O'Connor Capital Partners,Real Estate,,"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_4982,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,Aspen Power,Energy,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,2,Within 3 months of graduation,,Yes,,,,New York,New York,United States of America
LBTS_2023_5389,Bachelors,Leonard N. Stern School of Business,Business,Man,White,Domestic,Working,Yes,Placed,Oppenheimer & Co.,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_5615,Bachelors,Leonard N. Stern School of Business,Business,Man,Hispanic,Domestic,Working,Yes,Placed,HSBC,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_5737,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Hispanic,Domestic,Working,Yes,Placed,BlackRock,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_6762,Bachelors,Leonard N. Stern School of Business,Business,Man,International,International,Working,Yes,Placed,PEI Global Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,4 or more,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7097,Masters,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,The Brooksville Company,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Mid-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7135,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Citi,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Promotion from a previously held role,3,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7267,Masters,Graduate School of Arts and Science,Computer Science / Data Science/ Engineering/ Game Design,Man,White,Domestic,Working,Yes,Placed,Goldman Sachs,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7350,Bachelors,Leonard N. Stern School of Business,Business,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Ducera Partners,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7522,Bachelors,College of Arts and Science,Humanities,Woman,White,Domestic,Working,Yes,Placed,Newmark,Real Estate,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_7760,Bachelors,Gallatin School of Individualized Study,Other/ Create your own major,Man,White,Domestic,Working,Yes,Placed,James Lima Planning + Development,Real Estate,,"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8198,Bachelors,School of Professional Studies,Business,Man,White,Domestic,Working,Yes,Placed,Lionheart Strategic Management,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8467,Bachelors,College of Arts and Science,Humanities,Man,White,Domestic,Working,Yes,Placed,Evercore,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,No,,,,New York,New York,United States of America
LBTS_2023_8678,Bachelors,College of Arts and Science,Mathematics and Economics,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,RBC Capital Markets,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Not applicable,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8743,Masters,Tandon School of Engineering,Computer Science / Data Science/ Engineering/ Game Design,Man,Asian/Pacific Islander,Domestic,Working,Yes,Placed,Lincoln International,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,,,,,,Yes,,,,New York,New York,United States of America
LBTS_2023_8904,Bachelors,Tandon School of Engineering,Humanities,Woman,Black,Domestic,Working,Yes,Placed,BlackRock,Financial Services/Banking,Full-time (30+ hours/week),"Existing company/organization (for-profit, not-for-profit, government, etc.)",Analyst,Entry-level,Return offer from an internship,1,Before graduation,,Yes,,,,New York,New York,United States of America
